DealerCode,Region,CompanyCode,CreatedOn,CreatedOnTime,Zone,DealerName,DealerCity,LicensePlateNumber,VIN,Status,ServiceType,ModelSalesCode,ModelSalesCodeDescription,Color,Mileage,OrderItem,LabPart,MaterialGroup,DescriptionOne,OrderQuantity,UnitPrice,NetValue,Tax,TotalValue,GrossValue,KeyField,IssueType,WarrantyContribution,InsuranceContribution,DiscountContribution
DL002,West,MG001,2024-10-27,12:37:53,West,MG Motors Mumbai,Mumbai,GJ45AC4707,MZ7XGLP00100025,CLOSED,OIL_CHANGE,GLOSTER,MG Gloster,Glaze Red,90000.0,575DCDF6-03,LAB,LABOUR,LABOUR OIL,1.0,483.84,483.84,87.09,570.93,570.93,WO-575DCDF6,WTY,493.78,0.0,20.73
DL002,West,MG001,2024-10-27,12:37:53,West,MG Motors Mumbai,Mumbai,WB65AA2185,MZ7XGLP00100025,CLOSED,TYRE_ROTATION,GLOSTER,MG Gloster,Glaze Red,90000.0,AF5105EC-01,LAB,LABOUR,LABOUR TYRE,1.0,385.94,385.94,69.47,455.41,455.41,WO-AF5105EC,WTY,397.33,0.0,5.95
DL002,West,MG001,2024-10-27,12:37:53,West,MG Motors Mumbai,Mumbai,TS89BA7178,MZ7XGLP00100025,CLOSED,BRAKE_CHECK,GLOSTER,MG Gloster,Glaze Red,90000.0,AFD43AAA-01,PART,SPARE,BRAKE PAD F,1.0,2175.51,2175.51,391.59,2567.1,2567.1,WO-AFD43AAA,WTY,2192.27,0.0,33.08
DL002,West,MG001,2024-10-27,12:37:53,West,MG Motors Mumbai,Mumbai,PB88BA1448,MZ7XGLP00100025,CLOSED,BRAKE_CHECK,GLOSTER,MG Gloster,Glaze Red,90000.0,AFD43AAA-02,PART,SPARE,BRAKE PAD R,1.0,2063.17,2063.17,371.37,2434.54,2434.54,WO-AFD43AAA,WTY,2266.53,0.0,92.2
DL002,West,MG001,2024-10-27,12:37:53,West,MG Motors Mumbai,Mumbai,TN87AB6172,MZ7XGLP00100025,CLOSED,BRAKE_CHECK,GLOSTER,MG Gloster,Glaze Red,90000.0,AFD43AAA-03,LAB,LABOUR,LABOUR BRAKE,1.0,1089.18,1089.18,196.05,1285.23,1285.23,WO-AFD43AAA,WTY,999.07,0.0,24.59
DL002,West,MG001,2024-10-27,12:37:53,West,MG Motors Mumbai,Mumbai,TS12BA6603,MZ7XGLP00100025,CLOSED,AC_SERVICE,GLOSTER,MG Gloster,Glaze Red,90000.0,6033EB50-01,PART,CONSUMABLE,AC GAS R134,1.0,760.7,760.7,136.93,897.63,897.63,WO-6033EB50,WTY,817.06,0.0,11.82
DL002,West,MG001,2024-10-27,12:37:53,West,MG Motors Mumbai,Mumbai,GJ28BB5408,MZ7XGLP00100025,CLOSED,AC_SERVICE,GLOSTER,MG Gloster,Glaze Red,90000.0,6033EB50-02,PART,FILTER,CABIN FILTER,1.0,522.81,522.81,94.11,616.92,616.92,WO-6033EB50,WTY,604.22,0.0,14.7
DL002,West,MG001,2024-10-27,12:37:53,West,MG Motors Mumbai,Mumbai,TN64AB4847,MZ7XGLP00100025,CLOSED,AC_SERVICE,GLOSTER,MG Gloster,Glaze Red,90000.0,6033EB50-03,LAB,LABOUR,LABOUR AC,1.0,573.11,573.11,103.16,676.27,676.27,WO-6033EB50,WTY,624.77,0.0,31.46
DL005,South,MG001,2024-01-22,06:03:47,South,MG Motors Hyderabad,Hyderabad,KA14AA2285,MZ7XASN00100026,CLOSED,OIL_CHANGE,ASTOR,MG Astor,Candy White,75000.0,1700F4E8-01,PART,CONSUMABLE,OIL 5W30 4L,1.0,840.55,840.55,151.3,991.85,991.85,WO-1700F4E8,WTY,768.59,0.0,30.68
DL005,South,MG001,2024-01-22,06:03:47,South,MG Motors Hyderabad,Hyderabad,DL62AC6167,MZ7XASN00100026,CLOSED,OIL_CHANGE,ASTOR,MG Astor,Candy White,75000.0,1700F4E8-02,PART,FILTER,OIL FILTER,1.0,247.58,247.58,44.56,292.14,292.14,WO-1700F4E8,WTY,262.64,0.0,8.97
DL005,South,MG001,2024-01-22,06:03:47,South,MG Motors Hyderabad,Hyderabad,TS63AB9374,MZ7XASN00100026,CLOSED,OIL_CHANGE,ASTOR,MG Astor,Candy White,75000.0,1700F4E8-03,LAB,LABOUR,LABOUR OIL,1.0,398.47,398.47,71.72,470.19,470.19,WO-1700F4E8,WTY,468.13,0.0,21.09
DL006,West,MG001,2024-03-14,21:13:15,West,MG Motors Pune,Pune,PB70AA9232,MZ7XASN00100026,CLOSED,TYRE_ROTATION,ASTOR,MG Astor,Candy White,80000.0,E0E76857-01,LAB,LABOUR,LABOUR TYRE,1.0,315.33,315.33,56.76,372.09,372.09,WO-E0E76857,WTY,266.51,0.0,14.87
DL006,West,MG001,2024-03-14,21:13:15,West,MG Motors Pune,Pune,PB41AA1193,MZ7XASN00100026,CLOSED,FULL_SERVICE,ASTOR,MG Astor,Candy White,80000.0,5CEA54BF-01,PART,CONSUMABLE,OIL 5W30 4L,1.0,955.18,955.18,171.93,1127.11,1127.11,WO-5CEA54BF,PAID,0.0,103.06,6.78
DL006,West,MG001,2024-03-14,21:13:15,West,MG Motors Pune,Pune,GJ79AC4066,MZ7XASN00100026,CLOSED,FULL_SERVICE,ASTOR,MG Astor,Candy White,80000.0,5CEA54BF-02,PART,FILTER,OIL FILTER,1.0,247.41,247.41,44.53,291.94,291.94,WO-5CEA54BF,PAID,0.0,22.15,1.47
DL006,West,MG001,2024-03-14,21:13:15,West,MG Motors Pune,Pune,GJ47AB9171,MZ7XASN00100026,CLOSED,FULL_SERVICE,ASTOR,MG Astor,Candy White,80000.0,5CEA54BF-03,PART,FILTER,AIR FILTER,1.0,564.57,564.57,101.62,666.19,666.19,WO-5CEA54BF,PAID,0.0,31.6,15.7
DL006,West,MG001,2024-03-14,21:13:15,West,MG Motors Pune,Pune,GJ52AC8384,MZ7XASN00100026,CLOSED,FULL_SERVICE,ASTOR,MG Astor,Candy White,80000.0,5CEA54BF-04,PART,FILTER,FUEL FILTER,1.0,455.99,455.99,82.08,538.07,538.07,WO-5CEA54BF,PAID,0.0,45.1,20.24
DL006,West,MG001,2024-03-14,21:13:15,West,MG Motors Pune,Pune,TN13AC4863,MZ7XASN00100026,CLOSED,FULL_SERVICE,ASTOR,MG Astor,Candy White,80000.0,5CEA54BF-05,LAB,LABOUR,LABOUR FULL,1.0,1343.91,1343.91,241.9,1585.81,1585.81,WO-5CEA54BF,PAID,0.0,41.59,45.66
DL006,West,MG001,2024-03-14,21:13:15,West,MG Motors Pune,Pune,PB02AB7906,MZ7XASN00100026,CLOSED,HV_BATTERY_INSPECT,ASTOR,MG Astor,Candy White,80000.0,1D21D146-01,LAB,LABOUR,DIAG HV BAT,1.0,1396.06,1396.06,251.29,1647.35,1647.35,WO-1D21D146,PAID,0.0,263.59,60.83
DL006,West,MG001,2024-03-14,21:13:15,West,MG Motors Pune,Pune,GJ63AC5111,MZ7XASN00100026,CLOSED,HV_BATTERY_INSPECT,ASTOR,MG Astor,Candy White,80000.0,1D21D146-02,LAB,LABOUR,BMS CALIBRATE,1.0,1149.72,1149.72,206.95,1356.67,1356.67,WO-1D21D146,PAID,0.0,270.13,57.62
DL006,West,MG001,2024-04-10,04:48:00,West,MG Motors Pune,Pune,TS61AA8370,MZ7XASN00100026,CLOSED,OIL_CHANGE,ASTOR,MG Astor,Candy White,82500.0,78F70A69-01,PART,CONSUMABLE,OIL 5W30 4L,1.0,879.68,879.68,158.34,1038.02,1038.02,WO-78F70A69,WTY,941.65,0.0,3.12
DL006,West,MG001,2024-04-10,04:48:00,West,MG Motors Pune,Pune,TS45AA7746,MZ7XASN00100026,CLOSED,OIL_CHANGE,ASTOR,MG Astor,Candy White,82500.0,78F70A69-02,PART,FILTER,OIL FILTER,1.0,254.46,254.46,45.8,300.26,300.26,WO-78F70A69,WTY,233.58,0.0,5.41
DL006,West,MG001,2024-04-10,04:48:00,West,MG Motors Pune,Pune,TN74BB9821,MZ7XASN00100026,CLOSED,OIL_CHANGE,ASTOR,MG Astor,Candy White,82500.0,78F70A69-03,LAB,LABOUR,LABOUR OIL,1.0,324.25,324.25,58.36,382.61,382.61,WO-78F70A69,WTY,367.39,0.0,18.42
DL006,West,MG001,2024-06-28,03:32:12,West,MG Motors Pune,Pune,PB11BA5694,MZ7XASN00100026,CLOSED,OIL_CHANGE,ASTOR,MG Astor,Candy White,90000.0,262865F4-01,PART,CONSUMABLE,OIL 5W30 4L,1.0,871.02,871.02,156.78,1027.8,1027.8,WO-262865F4,PAID,0.0,138.38,25.05
DL006,West,MG001,2024-06-28,03:32:12,West,MG Motors Pune,Pune,GJ54BB7631,MZ7XASN00100026,CLOSED,OIL_CHANGE,ASTOR,MG Astor,Candy White,90000.0,262865F4-02,PART,FILTER,OIL FILTER,1.0,226.38,226.38,40.75,267.13,267.13,WO-262865F4,PAID,0.0,51.11,11.6
DL006,West,MG001,2024-06-28,03:32:12,West,MG Motors Pune,Pune,TN41AC5773,MZ7XASN00100026,CLOSED,OIL_CHANGE,ASTOR,MG Astor,Candy White,90000.0,262865F4-03,LAB,LABOUR,LABOUR OIL,1.0,469.78,469.78,84.56,554.34,554.34,WO-262865F4,PAID,0.0,7.91,4.49
DL007,East,MG001,2024-06-28,03:32:12,East,MG Motors Kolkata,Kolkata,PB53AB4012,MZ7XASN00100026,CLOSED,TYRE_ROTATION,ASTOR,MG Astor,Candy White,90000.0,379C0391-01,LAB,LABOUR,LABOUR TYRE,1.0,288.98,288.98,52.02,341.0,341.0,WO-379C0391,WTY,326.97,0.0,6.19
DL003,South,MG001,2024-06-28,03:32:12,South,MG Motors Bangalore,Bangalore,MH27AB7505,MZ7XASN00100026,CLOSED,BRAKE_CHECK,ASTOR,MG Astor,Candy White,90000.0,46F35412-01,PART,SPARE,BRAKE PAD F,1.0,2993.03,2993.03,538.75,3531.78,3531.78,WO-46F35412,PAID,0.0,664.28,123.74
DL003,South,MG001,2024-06-28,03:32:12,South,MG Motors Bangalore,Bangalore,DL04BA9584,MZ7XASN00100026,CLOSED,BRAKE_CHECK,ASTOR,MG Astor,Candy White,90000.0,46F35412-02,PART,SPARE,BRAKE PAD R,1.0,1603.01,1603.01,288.54,1891.55,1891.55,WO-46F35412,PAID,0.0,24.13,83.1
DL003,South,MG001,2024-06-28,03:32:12,South,MG Motors Bangalore,Bangalore,KA11BA6068,MZ7XASN00100026,CLOSED,BRAKE_CHECK,ASTOR,MG Astor,Candy White,90000.0,46F35412-03,LAB,LABOUR,LABOUR BRAKE,1.0,1259.0,1259.0,226.62,1485.62,1485.62,WO-46F35412,PAID,0.0,24.74,19.5
DL006,West,MG001,2024-06-28,03:32:12,West,MG Motors Pune,Pune,KA04AA6846,MZ7XASN00100026,CLOSED,AC_SERVICE,ASTOR,MG Astor,Candy White,90000.0,C437435E-01,PART,CONSUMABLE,AC GAS R134,1.0,732.95,732.95,131.93,864.88,864.88,WO-C437435E,PAID,0.0,21.87,22.78
DL006,West,MG001,2024-06-28,03:32:12,West,MG Motors Pune,Pune,TS71BA3213,MZ7XASN00100026,CLOSED,AC_SERVICE,ASTOR,MG Astor,Candy White,90000.0,C437435E-02,PART,FILTER,CABIN FILTER,1.0,758.11,758.11,136.46,894.57,894.57,WO-C437435E,PAID,0.0,58.18,21.3
DL006,West,MG001,2024-06-28,03:32:12,West,MG Motors Pune,Pune,PB81BB8126,MZ7XASN00100026,CLOSED,AC_SERVICE,ASTOR,MG Astor,Candy White,90000.0,C437435E-03,LAB,LABOUR,LABOUR AC,1.0,887.82,887.82,159.81,1047.63,1047.63,WO-C437435E,PAID,0.0,146.17,9.27
DL006,West,MG001,2024-09-15,02:16:25,West,MG Motors Pune,Pune,MH57AC6992,MZ7XASN00100026,CLOSED,OIL_CHANGE,ASTOR,MG Astor,Candy White,97500.0,647326C1-01,PART,CONSUMABLE,OIL 5W30 4L,1.0,861.93,861.93,155.15,1017.08,1017.08,WO-647326C1,PAID,0.0,70.62,27.44
DL006,West,MG001,2024-09-15,02:16:25,West,MG Motors Pune,Pune,KA45AC8687,MZ7XASN00100026,CLOSED,OIL_CHANGE,ASTOR,MG Astor,Candy White,97500.0,647326C1-02,PART,FILTER,OIL FILTER,1.0,221.22,221.22,39.82,261.04,261.04,WO-647326C1,PAID,0.0,8.13,0.14
DL006,West,MG001,2024-09-15,02:16:25,West,MG Motors Pune,Pune,PB39AA8052,MZ7XASN00100026,CLOSED,OIL_CHANGE,ASTOR,MG Astor,Candy White,97500.0,647326C1-03,LAB,LABOUR,LABOUR OIL,1.0,407.02,407.02,73.26,480.28,480.28,WO-647326C1,PAID,0.0,66.06,11.81
DL004,South,MG001,2024-10-11,09:51:09,South,MG Motors Chennai,Chennai,WB51AB3675,MZ7XASN00100026,CLOSED,TYRE_ROTATION,ASTOR,MG Astor,Candy White,100000.0,33061B02-01,LAB,LABOUR,LABOUR TYRE,1.0,309.64,309.64,55.74,365.38,365.38,WO-33061B02,PAID,0.0,13.78,16.12
DL007,East,MG001,2024-10-11,09:51:09,East,MG Motors Kolkata,Kolkata,TS37BB5404,MZ7XASN00100026,CLOSED,FULL_SERVICE,ASTOR,MG Astor,Candy White,100000.0,2AD49880-01,PART,CONSUMABLE,OIL 5W30 4L,1.0,844.12,844.12,151.94,996.06,996.06,WO-2AD49880,PAID,0.0,15.78,31.14
DL007,East,MG001,2024-10-11,09:51:09,East,MG Motors Kolkata,Kolkata,TS15BA8418,MZ7XASN00100026,CLOSED,FULL_SERVICE,ASTOR,MG Astor,Candy White,100000.0,2AD49880-02,PART,FILTER,OIL FILTER,1.0,221.29,221.29,39.83,261.12,261.12,WO-2AD49880,PAID,0.0,44.57,2.38
DL007,East,MG001,2024-10-11,09:51:09,East,MG Motors Kolkata,Kolkata,DL20AA9764,MZ7XASN00100026,CLOSED,FULL_SERVICE,ASTOR,MG Astor,Candy White,100000.0,2AD49880-03,PART,FILTER,AIR FILTER,1.0,481.64,481.64,86.7,568.34,568.34,WO-2AD49880,PAID,0.0,70.79,5.34
DL007,East,MG001,2024-10-11,09:51:09,East,MG Motors Kolkata,Kolkata,KA92BA1134,MZ7XASN00100026,CLOSED,FULL_SERVICE,ASTOR,MG Astor,Candy White,100000.0,2AD49880-04,PART,FILTER,FUEL FILTER,1.0,355.53,355.53,64.0,419.53,419.53,WO-2AD49880,PAID,0.0,81.58,5.92
DL007,East,MG001,2024-10-11,09:51:09,East,MG Motors Kolkata,Kolkata,GJ54AC9165,MZ7XASN00100026,CLOSED,FULL_SERVICE,ASTOR,MG Astor,Candy White,100000.0,2AD49880-05,LAB,LABOUR,LABOUR FULL,1.0,1386.25,1386.25,249.52,1635.77,1635.77,WO-2AD49880,PAID,0.0,49.3,40.37
DL008,West,MG001,2024-10-11,09:51:09,West,MG Motors Ahmedabad,Ahmedabad,KA08AC7429,MZ7XASN00100026,CLOSED,HV_BATTERY_INSPECT,ASTOR,MG Astor,Candy White,100000.0,D2184701-01,LAB,LABOUR,DIAG HV BAT,1.0,1231.74,1231.74,221.71,1453.45,1453.45,WO-D2184701,PAID,0.0,23.32,54.55
DL008,West,MG001,2024-10-11,09:51:09,West,MG Motors Ahmedabad,Ahmedabad,TS49AA2998,MZ7XASN00100026,CLOSED,HV_BATTERY_INSPECT,ASTOR,MG Astor,Candy White,100000.0,D2184701-02,LAB,LABOUR,BMS CALIBRATE,1.0,849.97,849.97,152.99,1002.96,1002.96,WO-D2184701,PAID,0.0,94.31,9.64
DL004,South,MG001,2024-12-03,01:00:37,South,MG Motors Chennai,Chennai,TN59AA9538,MZ7XASN00100026,CLOSED,OIL_CHANGE,ASTOR,MG Astor,Candy White,105000.0,CECB5CD7-01,PART,CONSUMABLE,OIL 5W30 4L,1.0,994.99,994.99,179.1,1174.09,1174.09,WO-CECB5CD7,WTY,908.92,0.0,58.38
DL004,South,MG001,2024-12-03,01:00:37,South,MG Motors Chennai,Chennai,TS42AB1691,MZ7XASN00100026,CLOSED,OIL_CHANGE,ASTOR,MG Astor,Candy White,105000.0,CECB5CD7-02,PART,FILTER,OIL FILTER,1.0,246.6,246.6,44.39,290.99,290.99,WO-CECB5CD7,WTY,221.89,0.0,5.66
DL004,South,MG001,2024-12-03,01:00:37,South,MG Motors Chennai,Chennai,PB82AC4255,MZ7XASN00100026,CLOSED,OIL_CHANGE,ASTOR,MG Astor,Candy White,105000.0,CECB5CD7-03,LAB,LABOUR,LABOUR OIL,1.0,448.94,448.94,80.81,529.75,529.75,WO-CECB5CD7,WTY,458.17,0.0,3.24
DL001,North,MG001,2024-02-22,01:55:12,North,MG Motors New Delhi,New Delhi,WB42AA3742,MZ7XHEM00100027,CLOSED,OIL_CHANGE,HECTOR,MG Hector,Harbour Grey,37500.0,132569C6-01,PART,CONSUMABLE,OIL 5W30 4L,1.0,933.34,933.34,168.0,1101.34,1101.34,WO-132569C6,WTY,1092.51,0.0,12.99
DL001,North,MG001,2024-02-22,01:55:12,North,MG Motors New Delhi,New Delhi,TN02AA8786,MZ7XHEM00100027,CLOSED,OIL_CHANGE,HECTOR,MG Hector,Harbour Grey,37500.0,132569C6-02,PART,FILTER,OIL FILTER,1.0,259.44,259.44,46.7,306.14,306.14,WO-132569C6,WTY,268.0,0.0,6.06
DL001,North,MG001,2024-02-22,01:55:12,North,MG Motors New Delhi,New Delhi,TN21BA2497,MZ7XHEM00100027,CLOSED,OIL_CHANGE,HECTOR,MG Hector,Harbour Grey,37500.0,132569C6-03,LAB,LABOUR,LABOUR OIL,1.0,437.68,437.68,78.78,516.46,516.46,WO-132569C6,WTY,385.54,0.0,19.9
DL001,North,MG001,2024-06-01,01:55:12,North,MG Motors New Delhi,New Delhi,GJ83AB9787,MZ7XHEM00100027,CLOSED,TYRE_ROTATION,HECTOR,MG Hector,Harbour Grey,40000.0,22AE7B04-01,LAB,LABOUR,LABOUR TYRE,1.0,393.93,393.93,70.91,464.84,464.84,WO-22AE7B04,WTY,431.31,0.0,1.4
DL003,South,MG001,2024-06-01,01:55:12,South,MG Motors Bangalore,Bangalore,GJ57AB1349,MZ7XHEM00100027,CLOSED,FULL_SERVICE,HECTOR,MG Hector,Harbour Grey,40000.0,DD274232-01,PART,CONSUMABLE,OIL 5W30 4L,1.0,863.35,863.35,155.4,1018.75,1018.75,WO-DD274232,WTY,883.77,0.0,32.84
DL003,South,MG001,2024-06-01,01:55:12,South,MG Motors Bangalore,Bangalore,DL63BA5828,MZ7XHEM00100027,CLOSED,FULL_SERVICE,HECTOR,MG Hector,Harbour Grey,40000.0,DD274232-02,PART,FILTER,OIL FILTER,1.0,248.92,248.92,44.81,293.73,293.73,WO-DD274232,WTY,237.17,0.0,1.98
DL003,South,MG001,2024-06-01,01:55:12,South,MG Motors Bangalore,Bangalore,GJ42BA5510,MZ7XHEM00100027,CLOSED,FULL_SERVICE,HECTOR,MG Hector,Harbour Grey,40000.0,DD274232-03,PART,FILTER,AIR FILTER,1.0,562.82,562.82,101.31,664.13,664.13,WO-DD274232,WTY,562.54,0.0,18.82
DL003,South,MG001,2024-06-01,01:55:12,South,MG Motors Bangalore,Bangalore,KA09BB3539,MZ7XHEM00100027,CLOSED,FULL_SERVICE,HECTOR,MG Hector,Harbour Grey,40000.0,DD274232-04,PART,FILTER,FUEL FILTER,1.0,566.92,566.92,102.05,668.97,668.97,WO-DD274232,WTY,588.43,0.0,28.78
DL003,South,MG001,2024-06-01,01:55:12,South,MG Motors Bangalore,Bangalore,PB01BB7210,MZ7XHEM00100027,CLOSED,FULL_SERVICE,HECTOR,MG Hector,Harbour Grey,40000.0,DD274232-05,LAB,LABOUR,LABOUR FULL,1.0,1559.51,1559.51,280.71,1840.22,1840.22,WO-DD274232,WTY,1740.53,0.0,49.83
DL001,North,MG001,2024-12-18,01:55:12,North,MG Motors New Delhi,New Delhi,MH85BB7348,MZ7XHEM00100027,CLOSED,OIL_CHANGE,HECTOR,MG Hector,Harbour Grey,45000.0,C289C466-01,PART,CONSUMABLE,OIL 5W30 4L,1.0,872.82,872.82,157.11,1029.93,1029.93,WO-C289C466,PAID,0.0,127.75,16.51
DL001,North,MG001,2024-12-18,01:55:12,North,MG Motors New Delhi,New Delhi,KA79AC6285,MZ7XHEM00100027,CLOSED,OIL_CHANGE,HECTOR,MG Hector,Harbour Grey,45000.0,C289C466-02,PART,FILTER,OIL FILTER,1.0,198.99,198.99,35.82,234.81,234.81,WO-C289C466,PAID,0.0,32.09,8.99
DL001,North,MG001,2024-12-18,01:55:12,North,MG Motors New Delhi,New Delhi,MH06AB3926,MZ7XHEM00100027,CLOSED,OIL_CHANGE,HECTOR,MG Hector,Harbour Grey,45000.0,C289C466-03,LAB,LABOUR,LABOUR OIL,1.0,381.96,381.96,68.75,450.71,450.71,WO-C289C466,PAID,0.0,29.03,2.17
DL004,South,MG001,2024-12-18,01:55:12,South,MG Motors Chennai,Chennai,WB85BA9615,MZ7XHEM00100027,CLOSED,BRAKE_CHECK,HECTOR,MG Hector,Harbour Grey,45000.0,4C03F0C3-01,PART,SPARE,BRAKE PAD F,1.0,2287.42,2287.42,411.74,2699.16,2699.16,WO-4C03F0C3,WTY,1915.18,0.0,86.61
DL004,South,MG001,2024-12-18,01:55:12,South,MG Motors Chennai,Chennai,TN78AA1214,MZ7XHEM00100027,CLOSED,BRAKE_CHECK,HECTOR,MG Hector,Harbour Grey,45000.0,4C03F0C3-02,PART,SPARE,BRAKE PAD R,1.0,2123.97,2123.97,382.31,2506.28,2506.28,WO-4C03F0C3,WTY,2198.23,0.0,6.15
DL004,South,MG001,2024-12-18,01:55:12,South,MG Motors Chennai,Chennai,MH60AA6913,MZ7XHEM00100027,CLOSED,BRAKE_CHECK,HECTOR,MG Hector,Harbour Grey,45000.0,4C03F0C3-03,LAB,LABOUR,LABOUR BRAKE,1.0,1358.13,1358.13,244.46,1602.59,1602.59,WO-4C03F0C3,WTY,1222.17,0.0,39.38
DL004,South,MG001,2024-01-13,17:02:24,South,MG Motors Chennai,Chennai,TS68AA2153,MZ7XHEN00100028,CLOSED,TYRE_ROTATION,HECTOR,MG Hector,Nordic Blue,100000.0,4F63BB9E-01,LAB,LABOUR,LABOUR TYRE,1.0,283.19,283.19,50.97,334.16,334.16,WO-4F63BB9E,PAID,0.0,24.67,11.84
DL002,West,MG001,2024-01-13,17:02:24,West,MG Motors Mumbai,Mumbai,WB25AB9621,MZ7XHEN00100028,CLOSED,FULL_SERVICE,HECTOR,MG Hector,Nordic Blue,100000.0,DA1F6D68-01,PART,CONSUMABLE,OIL 5W30 4L,1.0,992.12,992.12,178.58,1170.7,1170.7,WO-DA1F6D68,PAID,0.0,22.74,42.45
DL002,West,MG001,2024-01-13,17:02:24,West,MG Motors Mumbai,Mumbai,WB96AA6864,MZ7XHEN00100028,CLOSED,FULL_SERVICE,HECTOR,MG Hector,Nordic Blue,100000.0,DA1F6D68-02,PART,FILTER,OIL FILTER,1.0,245.69,245.69,44.22,289.91,289.91,WO-DA1F6D68,PAID,0.0,33.05,13.73
DL002,West,MG001,2024-01-13,17:02:24,West,MG Motors Mumbai,Mumbai,MH22AB7579,MZ7XHEN00100028,CLOSED,FULL_SERVICE,HECTOR,MG Hector,Nordic Blue,100000.0,DA1F6D68-03,PART,FILTER,AIR FILTER,1.0,602.35,602.35,108.42,710.77,710.77,WO-DA1F6D68,PAID,0.0,99.87,15.18
DL002,West,MG001,2024-01-13,17:02:24,West,MG Motors Mumbai,Mumbai,PB46AC6319,MZ7XHEN00100028,CLOSED,FULL_SERVICE,HECTOR,MG Hector,Nordic Blue,100000.0,DA1F6D68-04,PART,FILTER,FUEL FILTER,1.0,476.17,476.17,85.71,561.88,561.88,WO-DA1F6D68,PAID,0.0,73.89,15.0
DL002,West,MG001,2024-01-13,17:02:24,West,MG Motors Mumbai,Mumbai,GJ78AB9939,MZ7XHEN00100028,CLOSED,FULL_SERVICE,HECTOR,MG Hector,Nordic Blue,100000.0,DA1F6D68-05,LAB,LABOUR,LABOUR FULL,1.0,1875.88,1875.88,337.66,2213.54,2213.54,WO-DA1F6D68,PAID,0.0,182.55,70.09
DL004,South,MG001,2024-03-03,17:02:24,South,MG Motors Chennai,Chennai,PB51AA1567,MZ7XHEN00100028,CLOSED,OIL_CHANGE,HECTOR,MG Hector,Nordic Blue,105000.0,EDFF9DB4-01,PART,CONSUMABLE,OIL 5W30 4L,1.0,985.23,985.23,177.34,1162.57,1162.57,WO-EDFF9DB4,PAID,0.0,59.08,55.9
DL004,South,MG001,2024-03-03,17:02:24,South,MG Motors Chennai,Chennai,TS01AC4635,MZ7XHEN00100028,CLOSED,OIL_CHANGE,HECTOR,MG Hector,Nordic Blue,105000.0,EDFF9DB4-02,PART,FILTER,OIL FILTER,1.0,278.3,278.3,50.09,328.39,328.39,WO-EDFF9DB4,PAID,0.0,39.13,8.5
DL004,South,MG001,2024-03-03,17:02:24,South,MG Motors Chennai,Chennai,TS71BB3534,MZ7XHEN00100028,CLOSED,OIL_CHANGE,HECTOR,MG Hector,Nordic Blue,105000.0,EDFF9DB4-03,LAB,LABOUR,LABOUR OIL,1.0,342.96,342.96,61.73,404.69,404.69,WO-EDFF9DB4,PAID,0.0,25.49,15.61
DL004,South,MG001,2024-04-22,17:02:24,South,MG Motors Chennai,Chennai,TN30AC5920,MZ7XHEN00100028,CLOSED,TYRE_ROTATION,HECTOR,MG Hector,Nordic Blue,110000.0,CB4176AD-01,LAB,LABOUR,LABOUR TYRE,1.0,231.22,231.22,41.62,272.84,272.84,WO-CB4176AD,WTY,212.68,0.0,12.14
DL004,South,MG001,2024-05-17,17:02:24,South,MG Motors Chennai,Chennai,PB23BA2562,MZ7XHEN00100028,CLOSED,OIL_CHANGE,HECTOR,MG Hector,Nordic Blue,112500.0,DDE7B985-01,PART,CONSUMABLE,OIL 5W30 4L,1.0,983.58,983.58,177.04,1160.62,1160.62,WO-DDE7B985,WTY,1068.1,0.0,41.99
DL004,South,MG001,2024-05-17,17:02:24,South,MG Motors Chennai,Chennai,WB11AA6478,MZ7XHEN00100028,CLOSED,OIL_CHANGE,HECTOR,MG Hector,Nordic Blue,112500.0,DDE7B985-02,PART,FILTER,OIL FILTER,1.0,239.52,239.52,43.11,282.63,282.63,WO-DDE7B985,WTY,223.31,0.0,10.33
DL004,South,MG001,2024-05-17,17:02:24,South,MG Motors Chennai,Chennai,MH99AB1187,MZ7XHEN00100028,CLOSED,OIL_CHANGE,HECTOR,MG Hector,Nordic Blue,112500.0,DDE7B985-03,LAB,LABOUR,LABOUR OIL,1.0,369.59,369.59,66.53,436.12,436.12,WO-DDE7B985,WTY,412.2,0.0,9.08
DL004,South,MG001,2024-07-31,17:02:24,South,MG Motors Chennai,Chennai,KA42BB4617,MZ7XHEN00100028,CLOSED,OIL_CHANGE,HECTOR,MG Hector,Nordic Blue,120000.0,F32EE478-01,PART,CONSUMABLE,OIL 5W30 4L,1.0,810.83,810.83,145.95,956.78,956.78,WO-F32EE478,PAID,0.0,100.34,15.28
DL004,South,MG001,2024-07-31,17:02:24,South,MG Motors Chennai,Chennai,PB97BB9269,MZ7XHEN00100028,CLOSED,OIL_CHANGE,HECTOR,MG Hector,Nordic Blue,120000.0,F32EE478-02,PART,FILTER,OIL FILTER,1.0,195.32,195.32,35.16,230.48,230.48,WO-F32EE478,PAID,0.0,31.05,11.49
DL004,South,MG001,2024-07-31,17:02:24,South,MG Motors Chennai,Chennai,KA17AC2352,MZ7XHEN00100028,CLOSED,OIL_CHANGE,HECTOR,MG Hector,Nordic Blue,120000.0,F32EE478-03,LAB,LABOUR,LABOUR OIL,1.0,318.02,318.02,57.24,375.26,375.26,WO-F32EE478,PAID,0.0,32.42,14.75
